paper_table,experiment,model,dataset,task,metric,paper_value,reproduced_value,absolute_delta,relative_delta,seed,checkpoint,status,notes
Table 3,oea_qwen3b_clotho_t2t_public_code_default_seed0,OEA-Qwen3B,Clotho,T2T,R@1,62.81,61.33971291866028,1.470287,-2.340849,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,[unit=percent] [CODE] Default T2T eval_core path selects one caption per clip with query-selection seed 0; embedding seed is 42. Absolute delta is 1.470287 percentage points. Paper self-exclusion and tie handling remain missing.
Table 3,oea_qwen3b_clotho_t2t_public_code_default_seed0,OEA-Qwen3B,Clotho,T2T,R@5,73.76,74.16267942583733,0.402679,0.545932,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,[unit=percent] [CODE] Default T2T eval_core path selects one caption per clip with query-selection seed 0; embedding seed is 42. Absolute delta is 0.402679 percentage points. Paper self-exclusion and tie handling remain missing.
Table 3,oea_qwen3b_clotho_t2t_public_code_default_seed0,OEA-Qwen3B,Clotho,T2T,R@10,78.22,79.33014354066987,1.110144,1.419258,42,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,close,[unit=percent] [CODE] Default T2T eval_core path selects one caption per clip with query-selection seed 0; embedding seed is 42. Absolute delta is 1.110144 percentage points. Paper self-exclusion and tie handling remain missing.
Table 3,oea_qwen3b_clotho_t2t_strict_paper_protocol,OEA-Qwen3B,Clotho,T2T,R@1,62.81,,,,,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,blocked,"[unit=percent] [MISSING] The paper and public evaluation command do not identify the Clotho query-caption selection, self-exclusion, or tie policy for T2T. No post-result protocol selection is permitted."
Table 3,oea_qwen3b_clotho_t2t_strict_paper_protocol,OEA-Qwen3B,Clotho,T2T,R@5,73.76,,,,,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,blocked,"[unit=percent] [MISSING] The paper and public evaluation command do not identify the Clotho query-caption selection, self-exclusion, or tie policy for T2T. No post-result protocol selection is permitted."
Table 3,oea_qwen3b_clotho_t2t_strict_paper_protocol,OEA-Qwen3B,Clotho,T2T,R@10,78.22,,,,,JudeJiwoo/OEA-Qwen3B-AC@f6c4b3b86385fd7ecbe3bacf45548a2259af8db4/step_350_inference_only.pt#sha256:b1d0f559711b70f5a80dbdeb8cd46d80ed7b38b8e5524b9a871878d8bcd5f101,blocked,"[unit=percent] [MISSING] The paper and public evaluation command do not identify the Clotho query-caption selection, self-exclusion, or tie policy for T2T. No post-result protocol selection is permitted."
Table 3,official_source_laion_clap_clotho_t2t_all_captions_sensitivity,LAION-CLAP,Clotho,T2T,R@1,50.05,50.047847,0.002153,-0.004302,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_laion_clap_clotho_t2t_all_captions_sensitivity,LAION-CLAP,Clotho,T2T,R@5,65.88,65.875598,0.004402,-0.006682,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_laion_clap_clotho_t2t_all_captions_sensitivity,LAION-CLAP,Clotho,T2T,R@10,72.67,72.669856,0.000144,-0.000198,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_laion_clap_clotho_t2t_public_code_default_seed0,LAION-CLAP,Clotho,T2T,R@1,50.05,49.37799,0.67201,-1.342677,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_laion_clap_clotho_t2t_public_code_default_seed0,LAION-CLAP,Clotho,T2T,R@5,65.88,64.880383,0.999617,-1.51733,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_laion_clap_clotho_t2t_public_code_default_seed0,LAION-CLAP,Clotho,T2T,R@10,72.67,72.248804,0.421196,-0.579601,0,laion-clap==1.1.6:630k-audioset-best.pt#sha256=8053c9775516af2f4902e1e8281e356cc1bf7a85e8b761908170767b77c3f037,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_m2d_clap_clotho_t2t_all_captions_sensitivity,M2D-CLAP,Clotho,T2T,R@1,55.85,53.167464,2.682536,-4.803108,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_m2d_clap_clotho_t2t_all_captions_sensitivity,M2D-CLAP,Clotho,T2T,R@5,69.05,67.980861,1.069139,-1.548355,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_m2d_clap_clotho_t2t_all_captions_sensitivity,M2D-CLAP,Clotho,T2T,R@10,74.76,73.799043,0.960957,-1.285389,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_m2d_clap_clotho_t2t_public_code_default_seed0,M2D-CLAP,Clotho,T2T,R@1,55.85,52.91866,2.93134,-5.248594,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_m2d_clap_clotho_t2t_public_code_default_seed0,M2D-CLAP,Clotho,T2T,R@5,69.05,67.272727,1.777273,-2.573893,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_m2d_clap_clotho_t2t_public_code_default_seed0,M2D-CLAP,Clotho,T2T,R@10,74.76,73.014354,1.745646,-2.335,0,M2D-CLAP@3d0c4de9447c404a8d3f9f37e04f53bc902e09b3:checkpoint-30.pth#sha256=238521603c04862ab151cdd80980b591cb36ebe844d43203992fac9ef085c8a1,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_mga_clap_clotho_t2t_all_captions_sensitivity,MGA-CLAP,Clotho,T2T,R@1,63.27,63.272727,0.002727,0.00431,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_mga_clap_clotho_t2t_all_captions_sensitivity,MGA-CLAP,Clotho,T2T,R@5,74.70,74.698565,0.001435,-0.001921,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_mga_clap_clotho_t2t_all_captions_sensitivity,MGA-CLAP,Clotho,T2T,R@10,78.79,78.794258,0.004258,0.005404,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_mga_clap_clotho_t2t_public_code_default_seed0,MGA-CLAP,Clotho,T2T,R@1,63.27,62.009569,1.260431,-1.992146,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_mga_clap_clotho_t2t_public_code_default_seed0,MGA-CLAP,Clotho,T2T,R@5,74.70,73.110048,1.589952,-2.12845,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_mga_clap_clotho_t2t_public_code_default_seed0,MGA-CLAP,Clotho,T2T,R@10,78.79,77.22488,1.56512,-1.986445,0,MGA-CLAP@48ca5a5cd22cd34427e118bd8cf332090ec54770:model.pt#sha256=8703740b738e973a5b4d8a18a074ad56880e98f8ba21cd618d7d7ee5422d6e26,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_all_captions_sensitivity,OEA-Nemo3B,Clotho,T2T,R@1,62.79,64.63157894736841,1.841579,2.932918,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity protocol evaluates 5,225 queries. It is retained beside the CODE protocol and is not promoted to the undisclosed paper protocol based on numerical proximity."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_all_captions_sensitivity,OEA-Nemo3B,Clotho,T2T,R@5,74.12,74.98564593301435,0.865646,1.167898,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity protocol evaluates 5,225 queries. It is retained beside the CODE protocol and is not promoted to the undisclosed paper protocol based on numerical proximity."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_all_captions_sensitivity,OEA-Nemo3B,Clotho,T2T,R@10,78.91,79.2535885167464,0.343589,0.435418,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity protocol evaluates 5,225 queries. It is retained beside the CODE protocol and is not promoted to the undisclosed paper protocol based on numerical proximity."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_public_code_default_seed0,OEA-Nemo3B,Clotho,T2T,R@1,62.79,63.34928229665072,0.559282,0.890719,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_public_code_default_seed0,OEA-Nemo3B,Clotho,T2T,R@5,74.12,74.83253588516746,0.712536,0.961327,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_oea_nemo3b_ac_clotho_t2t_public_code_default_seed0,OEA-Nemo3B,Clotho,T2T,R@10,78.91,80.09569377990431,1.185694,1.50259,42,JudeJiwoo/OEA-Nemo3B-AC@8ed66aa77bc6f2001b807b5d2bd3e60503d89535/step_400_best.pt#sha256:55579dfbd4f6621b5d842c5e731d6a1d37dbfd04b26b1c55bf8cdea980e67d25,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B,Clotho,T2T,R@1,63.66,62.66028708133972,0.999713,-1.570394,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B,Clotho,T2T,R@5,74.32,74.10526315789474,0.214737,-0.288935,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B,Clotho,T2T,R@10,79.37,79.2153110047847,0.154689,-0.194896,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_public_code_default_seed0,OEA-Qwen7B,Clotho,T2T,R@1,63.66,60.86124401913876,2.798756,-4.396412,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_public_code_default_seed0,OEA-Qwen7B,Clotho,T2T,R@5,74.32,72.63157894736842,1.688421,-2.271826,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_oea_qwen7b_ac_clotho_t2t_public_code_default_seed0,OEA-Qwen7B,Clotho,T2T,R@10,79.37,78.75598086124403,0.614019,-0.773616,0,JudeJiwoo/OEA-Qwen7B-AC@f44f247020a7192affe6927db91d0778d33b9791/step_300.pt#sha256:cd751e3a71f0b47b9ecbbc0f5a11e4673097f0ebdbd80f610387f5778dd70a46,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B (+Cl),Clotho,T2T,R@1,63.58,63.23444976076556,0.34555,-0.543489,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B (+Cl),Clotho,T2T,R@5,75.04,74.98564593301435,0.054354,-0.072433,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_all_captions_sensitivity,OEA-Qwen7B (+Cl),Clotho,T2T,R@10,79.90,79.6555023923445,0.244498,-0.306005,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_public_code_default_seed0,OEA-Qwen7B (+Cl),Clotho,T2T,R@1,63.58,60.86124401913876,2.718756,-4.276118,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_public_code_default_seed0,OEA-Qwen7B (+Cl),Clotho,T2T,R@5,75.04,72.82296650717703,2.217033,-2.954469,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_oea_qwen7b_cl_clotho_t2t_public_code_default_seed0,OEA-Qwen7B (+Cl),Clotho,T2T,R@10,79.90,78.4688995215311,1.4311,-1.791114,0,JudeJiwoo/OEA-Qwen7B-Cl@30c6e97cfdf451b1948013d2839befe0c3022c46/step_330.pt#sha256:09ce41af7e7ac23106fa74d25e45b7229a046d687774cbd4ab2c00c05097d92e,close,"[unit=percent] [CODE][OBSERVED] Default T2T selects one seed-0 caption per clip. PAPER caption selection, self-exclusion, and tie handling remain missing."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_all_captions_sensitivity,Nemotron-3B,Clotho,T2T,R@1,57.84,57.89473684210527,0.054737,0.094635,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_all_captions_sensitivity,Nemotron-3B,Clotho,T2T,R@5,69.36,69.2822966507177,0.077703,-0.112029,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_all_captions_sensitivity,Nemotron-3B,Clotho,T2T,R@10,74.26,74.20095693779905,0.059043,-0.079509,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_public_code_default_seed0,Nemotron-3B,Clotho,T2T,R@1,57.84,57.12918660287082,0.710813,-1.22893,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_public_code_default_seed0,Nemotron-3B,Clotho,T2T,R@5,69.36,69.377990430622,0.01799,0.025938,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_nemotron_3b_clotho_t2t_public_code_default_seed0,Nemotron-3B,Clotho,T2T,R@10,74.26,74.35406698564593,0.094067,0.126672,42,base-only:nvidia/omni-embed-nemotron-3b@865db1bb57e369a85357cf114cbd6b3c5322d19d#model-lock-sha256=eb62da7579d2f5b7ccd774e15d518d3ed50f4d502753b3fc4a7f51187b96cc1c,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-3B,Clotho,T2T,R@1,38.35,38.41148325358852,0.061483,0.160321,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-3B,Clotho,T2T,R@5,51.14,51.13875598086124,0.001244,-0.002433,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_all_captions_sensitivity,Qwen2.5-Omni-3B,Clotho,T2T,R@10,57.07,57.110047846889955,0.040048,0.070173,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [INFERRED][OBSERVED] All-caption T2T sensitivity evaluates 5,225 queries. It remains separate and is not promoted based on numerical proximity."
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-3B,Clotho,T2T,R@1,38.35,39.52153110047847,1.171531,3.05484,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
Table 3,official_source_vanilla_qwen2_5_omni_3b_clotho_t2t_public_code_default_seed0,Qwen2.5-Omni-3B,Clotho,T2T,R@5,51.14,52.2488038277512,1.108804,2.168173,42,base-only:Qwen/Qwen2.5-Omni-3B@f75b40e3da2003cdd6e1829b1f420ca70797c34e#model-lock-sha256=9c73f0489ffcbc41b4126d2c2329569dd0f4c58ac8c13207aa41257f266a84e2,close,"[unit=percent] [CODE][OBSERVED] Public-code seed-0 one-caption/self-exclusion T2T protocol. PAPER does not disclose caption selection, self-exclusion, or tie handling; both predeclared protocols remain visible."
